run_id,step_id,workflow,tenant,sla_ms,critical_path_ms,attempts,latency_ms,queue_wait_ms,step_attempts,parallel_tasks_count
e01facb4-9cd0-429f-8054-005c866bd08e,d72b34c0-40da-425a-82d3-e7afaf9297ed,personalization,trend_hub,44532,25010,1,9411,3419,1,4
23499947-bfdc-4796-be4c-bfa6cf08a8a6,50efdb28-356a-438f-86d2-641b116e9797,personalization,acme_fashion,59253,11787,4,2925,2476,2,0
e6d56712-5d00-460b-9006-28b227677983,facf06ab-06a2-4552-be9f-c0e50c89714a,sales,lux_design,17323,17323,2,3972,790,1,3
f97ccd50-5d19-4804-819d-f2a692ed4539,646625f9-67b5-40c6-844e-c8dfd4e05331,personalization,global_style,50799,11472,4,1990,3569,2,2
0be604c5-b0b1-4e85-8da0-0b8fe816ae1c,c94e24dd-4bb6-45e3-bef6-23b8768d79ad,personalization,acme_fashion,51820,51820,4,2812,746,2,3
d09c8273-d516-478d-9d22-f08df271c1e0,460a877b-7ee3-4bd8-856f-95303bdaaedc,design,eco_thread,50408,26383,2,9995,312,2,0
ad8b90ab-f21f-493a-8cbc-e93e7d333dff,fb59b11e-e8c9-4fa1-957e-44b863ed20dd,sales,trend_hub,12843,7249,3,1489,4633,1,0
7092c0e1-60f7-4994-b099-8102f9457fbe,f2b18b3b-1cf6-4c88-a29b-d6172e69a13f,sustainability,acme_fashion,19210,19210,4,6876,920,2,1
b6c55b0f-eabe-4de1-bae6-8865dcdd7b62,5fdd8bd9-b164-4f91-afbc-4004f47806e0,sales,global_style,21456,21456,4,4645,1077,1,2
cb0cd5e0-3dfe-45c4-b19b-9408fdfcdcc5,d9866f22-5df6-459a-8e14-8d59a39a401c,sustainability,eco_thread,36367,21351,3,8081,2829,2,0
e9b9a33a-9428-48c6-9b2e-cfd316021be9,89f5bfd6-7913-4f40-a60e-a4409656bef9,design,global_style,59624,7088,2,3891,2381,2,4
6d525079-b8d7-4e8e-ab23-876957117e29,d9806ed2-3dd7-451e-bb7a-421338ee49ee,production,global_style,15106,15106,1,4516,3618,3,2
f6aa37a4-fc15-41d9-ade9-a155cc8a8e34,f80ca94a-6fec-4a13-988a-32e57d70258a,personalization,eco_thread,42957,22330,3,4340,797,3,2
f3340b9d-ad3a-419f-b132-057e050cdb7e,5044982f-f24f-461b-819e-ec180c2be6f7,design,global_style,7472,7472,1,7410,4443,3,4
d33d4dde-6a64-4938-be06-085e7d89cf99,86e1b3bd-a48f-47f7-8020-8750ab5a6106,personalization,eco_thread,54859,24778,1,1053,272,1,3
d26acb54-f4e7-462e-b5eb-ce49327071d7,777f93b1-5c5e-47a5-82d9-ba0b58387478,production,acme_fashion,55956,27264,3,3575,3010,1,4
a8b2e74a-8040-4999-adff-5e76a4dfa934,6a25b474-4f6d-42e3-a34d-4ab82ca0d988,production,eco_thread,11704,8075,4,1615,4815,2,4
28c6881b-b46f-4092-891a-8558bcac92c8,5dfc7fe4-09f6-47d4-a468-8a7e990dc071,design,eco_thread,8713,8713,1,6944,1773,2,3
ca64f9a7-0376-4268-adeb-75b7e497df89,7e2bc297-ad26-4415-adeb-daf1cda5cda2,production,trend_hub,10051,10051,1,8404,2547,2,3
33581f73-b9ef-4ec9-ba63-ddd23896e342,0f54245d-b2ec-4079-beed-b45309844caa,sustainability,eco_thread,15756,15756,2,1954,3164,2,3
8a90c4a7-6988-449a-bcc3-c690fb65b83e,d3d3bab8-c989-4241-8c4a-8627b58dc7d7,production,eco_thread,7475,7475,4,2629,4780,1,3
7b942e4a-f4b4-45f0-a530-7dfbb03550cc,f33603f8-efb3-4091-89a1-ab5255f70aec,personalization,acme_fashion,41378,41378,1,7859,4717,2,3
0fe60662-8a39-4efb-847f-e17a915e5c58,9b929bb5-8635-44e8-b603-3c52b6556663,personalization,trend_hub,9255,9255,2,9255,946,2,4
453efbdb-0bb0-4c94-b8b1-32bb267f14e3,b25d9801-5baf-4862-829b-8ecf6369fd29,personalization,lux_design,19484,16947,4,4278,2665,3,1
2eb69a4d-96e7-4a14-ae9e-f944bb6774e9,4fe74aa5-0242-4d7e-9ae3-711a1f0ee4e5,personalization,acme_fashion,39503,16686,3,6455,506,2,1
597775ba-e9c8-46fc-9883-8bd7168a40d5,f7947291-00f6-4661-bd28-b0408490e964,sustainability,acme_fashion,13258,13258,3,4801,243,2,0
95996527-b665-429c-a474-dc8e01d671b0,8ed827e9-e973-4c80-80a4-2f5d9fb184a9,sales,lux_design,45747,45747,2,3561,505,2,1
2fef5f51-edd3-43fe-89bd-810c5d8e5cbd,f3fa9222-1953-47c6-893f-fae3c8b0d16f,design,eco_thread,40196,16074,3,7539,4517,1,1
1b9e7149-90b9-41e5-aab7-68e54bb99714,d44cd96f-c2bb-4061-b5a5-b4714bf49631,personalization,global_style,50113,7493,1,1370,3158,3,4
31ac4da4-8e1b-4f5c-885c-44e4429fcf79,7a1e8cf3-cecf-4e94-9dcc-01766bbcaeb4,production,trend_hub,45194,45194,4,1857,3590,2,3
63f19166-0d88-4b14-8a47-4858ac0cfc85,c160daf4-cb2d-4fdd-861f-dfc82e7f7533,personalization,global_style,13533,13533,1,5886,1872,2,3
93a97c88-7ee8-4a33-a090-e0e71a83ec49,358f19e7-5a71-4c72-b5ce-40ffd4bc6784,production,lux_design,37581,17140,1,8485,3793,3,4
da2fbf3d-f6a9-4ee6-8d8f-8b32aa3fa2ea,fc798c27-86a9-491d-be40-679c01c01de4,production,acme_fashion,10249,10249,3,1383,1192,2,1
99e26f83-5576-4d52-8579-36e52304045f,e8775ea0-a92b-4aeb-a7f2-6d02cab63349,personalization,acme_fashion,59443,34655,1,5334,4425,1,4
377a9bb2-9be4-4fd8-a9c6-f90bc15fc48c,2d65b2ba-f0db-4590-b2ae-71fa47ffc5b3,sustainability,trend_hub,24201,24201,3,5290,4745,2,0
e836d08f-78f0-4d01-b072-51adf184b7fe,852cedf6-8db2-4bac-b650-b3edaee82151,production,acme_fashion,58026,52437,4,3725,1464,1,3
ef076f83-1fae-44e8-b32a-07ca9abaaf4e,273f4f1e-319f-48f3-a714-65ee2ed19a4d,production,acme_fashion,14686,14686,4,7204,390,1,2
16778f9a-7647-4107-96b6-622548de15ec,9793a0e2-862c-49dd-9fdb-b71cc12c7e43,personalization,trend_hub,51877,9816,1,7111,4476,2,0
024878e6-d39f-4bb2-8cd6-5d020089e531,f33edbcd-953d-48bf-9c6c-44d42711da37,production,trend_hub,58363,14639,2,5251,3377,3,0
c7e96b5b-10b9-4d6b-abc4-397db54ba1de,2e6bca8c-87f7-4f7e-ac4f-88063a4e2c5c,production,lux_design,37007,37007,3,1922,4837,1,4
c6df1d13-b882-4b6d-8700-db859fc787fb,94b7c827-94c7-47b7-8ae7-95bf58db1632,personalization,acme_fashion,5661,5661,3,3915,4915,3,1
ffa41864-7757-40a5-9d43-03d1b3f3d973,118d0934-062c-4cf0-8d2e-e8dfb1fe4cf2,personalization,acme_fashion,49843,32492,1,8957,672,2,3
3b5892ba-9362-4c6e-9cb9-d0600648ddf2,20aa49b5-a2b5-47bf-b3c2-c6259bd55533,design,lux_design,35137,35137,3,4046,2560,1,2
b07bb57d-dbc3-4eb1-82a9-0d4ae2cd35c9,14dc179e-05db-49f3-ba77-681e9fb1a24f,sustainability,eco_thread,52556,14240,3,2230,1211,2,0
cb0e4296-8b34-4f50-ac3e-524b5f17aad2,900f3aed-eb5e-46a1-92b0-2697d70d4cdc,sustainability,eco_thread,47828,35698,2,8647,929,3,2
43abccce-9000-448d-98cf-c628c686689c,712e2572-3a26-443e-9055-0068f32d0bec,production,eco_thread,53604,29957,2,5933,1539,2,1
79fcd2a3-31f4-4ad5-9295-e2fa374bde1d,519923c1-57f0-4268-af90-65ac889831cc,sustainability,lux_design,15526,15526,1,4940,912,2,1
415ff0c6-8cec-40ed-be4d-2fa3daa53199,7b46a489-d420-4e81-a8f6-39ab8113268f,production,acme_fashion,8374,8374,2,7483,643,1,2
9a8cee0a-6e07-4811-87b7-82f36a51dc6c,2d5dd769-b8af-4300-a6c9-07e2eaa53b64,design,lux_design,30592,30592,1,1203,4522,2,3
d15dc18b-e75d-4b0f-af98-03544dd1459b,54fd872a-f27c-4b8b-95d1-b694bad6b9ba,personalization,lux_design,33982,11259,4,1160,501,2,1
39175349-08b1-4fde-97ee-f4c1fd5f6da7,dfcc59ae-862e-4f6c-9620-aa28d9447b89,personalization,eco_thread,5207,5207,1,5207,729,2,2
51548531-d4f3-4d3a-b41e-9f38a4b3a827,e5a83dc6-1f70-49a2-b695-57915f42a082,personalization,global_style,40433,17849,4,4748,1283,1,0
139c4abb-acc3-4f85-8f13-6f9c6b8f0e79,2e820e5d-f674-416b-aee7-f9ead3816dc7,sustainability,acme_fashion,56645,19232,1,7718,2118,3,2
1b587143-b3d5-4038-87ce-a13d61aed14f,f69eb8f7-d9f6-4ce1-81e1-f795193713d5,design,eco_thread,28197,28197,3,3581,4552,3,2
023812b6-b63f-439b-a134-d902d4fa59d1,6be670df-0e7b-43e0-a179-ee5c4d503283,sustainability,global_style,38400,27173,2,2093,4386,2,4
8bf72860-5ab2-4749-86dd-b55c8e496a59,b9fe5a86-8b32-49e1-981e-a1dae1f039ba,sustainability,global_style,8083,8083,4,5500,3836,1,1
8085f902-16a1-45a7-9a30-2c9488bf5b93,5f3d2539-a23f-4840-ae40-912fa50ff78e,design,trend_hub,34328,24174,1,9799,919,2,3
9fd2ea33-fb74-49b1-b591-d27abcd014e1,37113647-f87e-4abd-ada6-8582e8256776,design,acme_fashion,51479,26567,2,6710,4050,3,3
f1c91ad0-5f44-495a-a067-c076b4b8830f,e1aa3d2a-779c-41e1-be35-4095118d19ae,design,global_style,47891,38292,1,3875,2339,1,4
414f2523-388b-4959-857e-0ff17fec4daf,6dd1c723-6203-4b4d-8249-015edb88b62d,design,eco_thread,25103,12277,2,4191,755,3,3
0e79d8e2-1872-457e-9430-31aa57bba497,a7e95dec-88e5-4667-ab9b-34c01706270b,personalization,trend_hub,44891,34600,2,2837,1869,3,2
0b0fe3e4-7db0-49e5-94fb-3b8f1400c27c,5a4bf4a0-e45c-4cfd-8ffd-beaa8baf9dbe,sales,acme_fashion,15754,15754,1,1689,4472,1,4
d5f97998-9895-4a53-8b62-2e5d36adf211,4ac3eed4-ff5c-45d1-877a-3c06afa35618,sales,lux_design,39447,12885,4,4759,507,1,0
0edeff90-965c-4ee4-b3df-6a1ad81587c0,28544236-355d-4af3-921e-c95e15e907bd,design,eco_thread,20901,3778,4,3103,1436,2,1
5e896cc2-5315-4877-aed1-59b80afe877d,5d23740e-e6a2-4f09-a55a-de768cda8cad,sales,global_style,38004,32165,3,1365,2575,2,1
f4820409-967d-4e22-b8f7-9b32d866252d,0cd40352-48b4-4227-9d1c-1aaa19399276,sales,global_style,12446,4492,2,9092,3426,3,1
9055689b-5406-4407-8668-c0edab512a24,36ef9aa6-a384-4b28-92e8-f2acdaae7abb,design,eco_thread,42211,33462,3,5172,558,1,2
69448381-2658-4064-83be-f193689a4497,ad9acee1-2225-4e5a-aa07-b26f2bf1cb65,sales,global_style,53231,52812,3,7033,3102,1,0
e5e46ea1-fa96-4d10-9aa4-6dd0aaf21839,1ff3717c-0fa4-45f9-b375-975201eaa850,sustainability,trend_hub,34301,34301,1,3378,4516,2,4
2d49606c-42fb-49c3-859c-cce4952e6fdc,b6642b0f-7b0c-42b7-b2c5-511ef5976654,production,acme_fashion,31116,16615,1,2205,3622,3,4
5d36079d-23e5-45fe-9ae5-2de75bdd6dd5,ab0d1f72-3dcb-46de-aa94-21b92e40699a,production,trend_hub,46323,46323,1,5988,4399,3,1
35ad90a7-5f1a-4e22-90a6-6cc63320a759,0d9c96ac-1c65-4794-a9ee-543b5bf3f15d,design,global_style,23752,23752,2,6669,4057,2,0
8bea01ae-cebe-4943-a9b1-5ca539287808,96064660-c38b-4628-b5b7-db35b1b09b7c,personalization,lux_design,37376,10851,1,3735,3715,1,0
5da92adc-9668-4a4f-9b27-ac606f83d313,e449082e-ef55-4a86-a960-1ccfd781e4b5,design,acme_fashion,21669,19288,1,9490,1301,2,0
2c8f9ef7-d980-45fd-908b-4a0a392f7340,2a6f65f7-e77b-444d-9049-f63705e1c4de,personalization,acme_fashion,37916,10156,2,1956,2155,2,3
1c977418-b4d0-43f2-ae7c-7a5b384b75a6,75140836-8231-4322-be0c-06736c32d9bb,production,eco_thread,18395,5044,2,7623,692,2,3
3b85e29f-f5fe-42c4-a823-79f32f5500b7,743e3988-4225-43f1-9009-242914920cbd,design,eco_thread,25421,10368,4,2474,4350,2,1
aa41edc3-fdd3-4752-b6c8-158b14fe3e83,0b4e949a-302a-495c-b6c9-c028cf2d5e59,sustainability,lux_design,31342,22900,1,5460,1478,1,0
379631fa-4f71-4e23-a3b1-b78e91b6fcf1,4fd47006-48eb-4f66-b291-ea76cfa8bcc3,sales,acme_fashion,9895,9895,1,8002,256,2,0
9c1446d0-618d-4929-80f2-2bb48772d389,14991a49-63f2-4298-902e-d309674b714a,personalization,lux_design,59432,49403,1,7396,2430,1,4
12b786e3-e64c-4d7d-9bcc-c04b97d972f8,94ad1ab3-008e-4a52-8e50-8b2bc319e7ff,sales,eco_thread,55164,28634,4,3828,441,2,4
b23b94fc-3f14-492d-ac80-d7e760329458,80be5104-153f-4587-b30e-3248ef414eaf,sales,eco_thread,16023,12168,1,3850,1881,3,1
456e5285-0926-4ec9-93f5-ade950850e2f,8ce7b8b2-f207-474d-ad17-e300b67bfb03,design,acme_fashion,15699,15699,4,3964,2646,1,0
42621647-76f4-44ae-bcbc-0fdaf2874a0c,29caf654-78e5-4b62-9787-5a31b6ce2c8b,sales,trend_hub,14715,14715,3,5594,3820,3,1
83a15d78-4d2f-4149-a951-742013155895,41539255-dbfa-4c40-b024-90e9f46c7084,sustainability,global_style,24169,24169,4,7644,4677,2,4
c8aad5b6-2cbc-4ee8-85c6-4ec90b31879a,5d4c96b1-2aca-40f4-99bc-d7199e3342fc,sales,eco_thread,57877,49087,3,3850,1735,2,4
ccd7468a-b692-4132-bc30-75fc15dc22f2,2ffc9d8a-631d-46d2-a26d-907517d763b0,design,eco_thread,21163,21163,1,1165,3735,2,3
127fe7fe-f812-4758-b339-346c74481b8f,cf20192e-1165-4b76-8c26-51c146fd56c6,sustainability,trend_hub,58728,36110,3,1919,2645,1,1
c6d280be-0e02-49a1-a8f6-5967c0f31a3d,e36a693f-953f-4c62-b292-076734a89ab9,production,trend_hub,10782,10782,4,9305,18,3,1
7d8cb6db-5131-45e0-8801-21522e7942d8,6e41b4fa-fbcb-480e-88f7-a425023bc615,sales,lux_design,27641,27641,2,4504,1124,1,0
a6e61eb6-e61a-4a38-a3cb-874d2568c3b5,83da8bd2-7961-432a-9985-4b47d43a340a,design,lux_design,23792,23792,3,1991,3985,1,0
3f3abad5-5126-44a4-a28c-86ed8469bf0f,e65f9a04-42e9-418e-ab7b-a385b91ff89c,production,global_style,54492,9581,3,7047,2654,2,3
27b7da1f-b8e7-4c20-a594-a9328725fe95,045d286f-6663-4d27-b2de-4f9028fccae0,production,global_style,40585,40585,1,4839,2080,3,2
408cdd06-d549-4fe5-a187-140eded997aa,48af67c8-ee5f-4d85-8190-828d41f3d2a0,personalization,acme_fashion,35682,9317,4,2258,1547,2,2
801ade97-2536-4eea-8f32-ce5d25cb90af,03118bed-44e7-444e-bd05-7c43aff1c56c,sustainability,lux_design,52864,52678,3,8609,861,1,2
00e1288d-4db4-4d67-b8f4-2aec0e971f85,6c5a032d-5c43-4ba2-9064-96f8322add69,sales,eco_thread,23880,23880,3,9706,154,2,1
24c4db9a-2e1d-41b6-852f-fb96617b93fd,a0fc7f5f-dd44-46d4-a892-ddb173822822,design,lux_design,43067,43067,3,5804,3494,3,1
055f2f23-206f-4173-a9cc-0a008e946c99,4bb8dbfe-48e7-4c29-bfba-9fd5b9d56439,personalization,eco_thread,47685,29649,3,1067,904,2,4
8492147c-2682-443a-bfa9-3d2d09f5c8a7,58e13a5a-689d-4757-97d2-a553a6297d7f,sustainability,trend_hub,23073,23073,2,6660,1269,3,1
4d02efb0-ccf3-4d16-9de9-9b87d3352994,d80e8137-711c-4db5-ad8b-eda50bd7116a,personalization,lux_design,41035,19789,4,5478,404,3,1
671806be-0143-4cdd-a868-372a4968b497,1de847f2-da7f-4f72-99a7-f07944616fdd,sustainability,trend_hub,42174,17567,1,9210,843,2,1
4fb128ac-7b81-4e32-af8d-d56dec9f1587,49c05864-5a98-4ae9-bc0f-af719874039b,sustainability,global_style,29837,17868,1,4521,1782,1,3
d2f3b389-a21c-4785-9f9d-7e71e356e515,051abc6b-be2e-4500-afd1-dfc5776ad51f,sales,global_style,22826,22826,2,1572,1564,2,1
d68773e3-9099-4d8c-ab39-4bc39287387b,66dc6d66-25d9-46b2-8b78-bcc288e99792,sustainability,acme_fashion,29981,29981,4,8082,1184,1,0
5f330322-110b-4abd-8675-a1d47031b23f,c23a4a11-e38b-42be-9e1f-9afcbab8614b,personalization,lux_design,15382,15382,3,8832,746,1,0
5848245f-2f9c-4303-a54d-3fcf188ccd7c,7d1fd381-5b22-43ba-82aa-d26d1bd4b2fc,sustainability,trend_hub,9437,9437,2,6395,1725,2,4
e7674e48-f7ec-42e8-b771-a6d18dc55cec,61f23750-23f3-4d87-9bfe-f4b5e0a7c000,sales,eco_thread,10435,10435,4,3258,3188,1,3
798203c9-151c-4ae5-bad5-5648554f6bfe,cbe4e9eb-4809-4b71-9ff3-1a5d899930ec,sales,global_style,29819,21230,3,7039,270,1,0
d99560a1-0097-43bd-b372-06e133548462,c7dae07b-93ee-41c0-9cc5-fc0595bca5c8,personalization,global_style,41875,20862,2,1650,4865,2,3
df85caa9-739c-45a6-b413-afc5f4a11252,dc98916f-381e-49c1-884f-149a584ad70f,production,eco_thread,36982,36982,4,6741,3956,2,3
04d8ad61-8df9-49e0-b08b-08bf76bbf1d9,abc955b2-622e-436f-8588-5bb3ab8df9b7,production,trend_hub,38328,34259,1,7838,171,2,4
5326eb9a-19b5-41a5-9b92-145dcdd3975b,a56205fe-9dbf-4c80-99f7-203809fa904c,sustainability,trend_hub,17329,17329,1,3587,273,1,3
65d0916c-64c4-4d3f-92fa-d90940f73725,8b26c3e9-e7a0-4acd-a4bb-cd334ac973f1,design,lux_design,30169,24909,4,8876,2306,3,1
719e3317-3f77-47a9-8a6d-7373b9182ae1,f7691e94-1897-434f-b787-a0d862eb67b1,sustainability,lux_design,26932,26932,1,4262,1158,1,3
70c635b9-3811-47a8-9ced-850e49278281,bb76e754-2227-4c4c-9613-9df943cf67db,personalization,acme_fashion,39594,39594,4,2338,1706,3,4
fa4e7081-b7a0-4a16-af1c-850f53694e65,f02e3acc-d01c-44e3-800c-ff46b0a60021,personalization,global_style,16421,11770,3,5996,1771,2,4
3215d51b-3008-48e6-891d-8a51e24dfd2d,5097b873-5dcd-41bc-8736-b7eb150851f7,personalization,lux_design,50033,14093,4,6780,421,3,4
c064899b-5b77-49d3-96e6-55b270fbf8bc,6be69f9c-588c-41d4-bdd6-b78ee2f4c55c,personalization,trend_hub,12629,12629,3,3827,1209,2,0
dba7a495-a20e-4624-bf16-38d3fc928b13,f1cf20ae-8866-4c4c-a265-aebf38915cbf,personalization,eco_thread,13325,3193,2,6232,4675,2,1
339076fe-3813-4880-9ec7-f1c2c48b411d,c2224742-47b9-42d9-a392-2b270c372cc4,sales,trend_hub,57290,37775,4,3217,890,3,0
074bf1f6-884e-4932-9c65-f67c61df76e7,09ea2b0d-54d2-4c59-a39d-19c3219bc86c,production,global_style,33495,20569,2,4539,4817,2,2
bc293e0c-ae14-47c1-af5b-b1d5790730c3,7fe9207e-b90b-4ff7-b006-bba199ca27d0,personalization,trend_hub,36750,36750,1,8845,3267,3,1
fe79a98d-fc58-48be-b13e-288e1d3f5c77,aa278d33-3a96-4b2d-8f6a-9ccea3ca5d60,design,acme_fashion,34619,14190,3,5383,4976,2,3
54c3479c-95ce-49d8-8873-d4dfe5351eef,8cd482c1-52d7-43ab-be5f-56e3af599f08,design,global_style,45461,45461,4,3961,1473,1,4
d0ffaaa7-c081-488b-83ef-558a19830ed3,9c2d47b9-cbdb-4f99-b24d-ae24171f36dc,design,eco_thread,13264,13264,2,4226,3243,1,2
941962ac-7388-4503-89ae-512688d141a9,76a79d81-ab63-4ff3-8a9b-edb2841674bc,design,acme_fashion,17686,17686,3,7837,4478,2,1
c8980430-dca0-4275-91fb-e26f3b123d4d,ba713155-e6b3-4c3c-b636-5bfaef235982,sales,global_style,51484,23389,3,8031,2181,2,0
429d2a3b-e941-41c0-a1fb-9c9d27d59138,84923e08-dfc0-476f-90b5-2f8c6ececa6c,design,eco_thread,29226,29226,1,4716,1449,3,4
e914bda5-cccd-4c31-a294-174af254f331,3966fff8-7359-489a-a97b-e19a88730773,personalization,acme_fashion,11721,5261,1,4414,3096,1,0
6c0596ec-2c8d-4605-9aba-0f5b7845d52c,85cf5c5b-9268-4a1a-94e3-4a91d5093ee3,sustainability,acme_fashion,25609,25609,3,2448,3256,3,1
c10b8fd0-26ce-44ae-a748-b36e9de027e0,2200bfea-2573-4047-a20f-a3aa6acf3f7a,design,global_style,57130,29512,3,1570,3156,2,1
ed8075e0-8e44-4548-b843-439829267dc5,51a2cd57-98aa-4219-954b-8fe0ebaac618,sales,lux_design,12373,9716,4,3904,1590,2,2
19db2821-f874-4ea0-9394-ed713e77eb50,c4d9c822-5520-4a50-b4a9-4f92731735db,sales,acme_fashion,43675,24259,3,3505,4239,3,3
38fd269e-a795-484e-ace8-29033ff577d1,a19045a7-8b4a-4959-8e8c-87d204b19e3e,design,acme_fashion,53895,31933,4,1917,3981,2,0
fbc0de20-4b90-46fa-bc2b-a386913bc355,d2bbb7b1-575a-4a17-b0f6-5da773b86cb8,sustainability,eco_thread,33937,33937,3,7982,1435,1,2
a944eba5-1854-46f3-bef5-87717f7e074e,78084b45-8aa7-4f44-9b02-c65a5647f695,design,trend_hub,10656,7378,1,8427,223,3,4
9000e351-7359-429d-a656-3dc0ba2950c3,ef894534-a450-4cda-948d-c649bcc12a18,sales,global_style,13984,13984,4,7336,219,1,3
b3d58bf4-3e55-4213-a906-df63d5308818,f439982b-d2cc-4800-b4eb-0e4b760c4da4,production,global_style,34984,34984,2,2678,4274,1,2
8ca5ff4d-62ff-4180-b08f-6dbfcec00261,f4bed3b0-8890-40fe-93a0-dafc17c15848,personalization,lux_design,58411,22835,1,1615,1654,1,0
32f2b99b-2f01-4ffa-975c-86cb632a6118,4b8e8cf2-b398-46c0-ae9b-3ecf60fddbf4,sales,lux_design,13286,13286,4,8086,4528,3,1
bf6882b6-aadf-4913-8c91-d813b5631e3b,55a58570-4da2-4221-b18a-cab35d04674d,design,global_style,10901,10901,4,5749,264,2,4
44579ce5-0afd-4a6b-bdc2-2386622eedee,b0aaf65d-ef4f-400e-a560-8538420fce65,personalization,lux_design,36552,36552,2,4505,953,1,0
0f62e518-3906-4976-96e9-9b82186dde3f,973f70eb-8f25-454b-abe1-85650421f27e,design,eco_thread,30709,13332,4,5529,4524,1,3
