id,run_id,step_key,type,status,attempt,worker_id,started_at,ended_at,latency_ms,input_json,output_json,error_json
1cf832da-541e-4ef5-8a48-362088f1e293,a7cba279-28d2-4748-9852-bf43a1e73ac7,trend_pred,rendering,pending,1,w_1,2025-10-05 18:23:43.263891+00:00,,7669,"{""param1"": 38, ""param2"": ""c""}",,
6114d59e-9ae7-4425-ad26-ecaa11581f77,db50652f-916c-4792-864d-c8326f8bae23,price_calc,generation,succeeded,2,w_14,2025-10-13 04:38:07.162638+00:00,2025-10-01 13:34:48.796702+00:00,3605,"{""param1"": 57, ""param2"": ""b""}","{""result"": 75}",
b88160a2-71e7-434b-a4c4-c1ef21fe4d7b,94984c9e-2586-40fe-941a-0ee014cc4697,fabric_sim,generation,failed,3,w_5,2025-10-09 04:08:20.225085+00:00,2025-10-01 13:26:52.457404+00:00,6004,"{""param1"": 16, ""param2"": ""a""}",,"{""code"": ""WORKER_FAIL"", ""message"": ""Error 69""}"
61925435-ca99-452b-bee6-8e45b02d8c37,992ca4c7-be8e-4ac9-9852-b86b5b52e6be,pattern_gen,prediction,succeeded,2,w_8,2025-10-08 02:59:17.355112+00:00,2025-10-01 12:59:33.649578+00:00,9400,"{""param1"": 76, ""param2"": ""b""}","{""result"": 726}",
d60d7c4f-9544-4a7b-822b-43520fa6df78,372a2e7c-7b64-4f1c-873b-3707545bd912,trend_pred,calculation,failed,1,w_14,2025-10-06 05:14:35.190409+00:00,2025-10-01 12:53:45.355007+00:00,8504,"{""param1"": 29, ""param2"": ""b""}",,"{""code"": ""WORKER_FAIL"", ""message"": ""Error 71""}"
13a4f855-5fff-40a8-a6d6-6d218adbd069,3e8cd009-7e5f-44b6-8810-454377922a57,trend_pred,generation,running,1,w_16,2025-10-10 03:00:30.724604+00:00,,4810,"{""param1"": 2, ""param2"": ""b""}",,
6135211b-f989-4145-8429-6b7ea06ed16b,d8db57f6-cd09-4130-be94-db5de16affa8,trend_pred,prediction,succeeded,1,w_6,2025-10-12 03:45:49.470861+00:00,2025-10-01 13:21:18.006264+00:00,7080,"{""param1"": 2, ""param2"": ""c""}","{""result"": 366}",
d22c752b-b57f-42ad-9562-c0962c8bcf86,2e37fc59-18c3-4633-b5a7-5fa23b2fa3ab,fabric_sim,prediction,running,3,w_8,2025-10-07 07:59:52.249151+00:00,,8408,"{""param1"": 93, ""param2"": ""c""}",,
032cfd5d-c36e-4ac9-b544-e84fdff99fbd,a540c7d3-ed3f-4890-82cb-be625d16d40c,pattern_gen,calculation,compensating,2,w_2,2025-10-10 13:59:15.036175+00:00,2025-10-01 12:09:10.394805+00:00,5153,"{""param1"": 76, ""param2"": ""a""}","{""result"": 546}",
f201e031-f70a-4d0f-b9d8-3becf169774b,534dcf3a-a064-4365-9b50-98ce44b58070,ar_tryon,generation,retrying,3,w_19,2025-10-11 11:09:05.482416+00:00,,4376,"{""param1"": 88, ""param2"": ""a""}",,"{""code"": ""WORKER_FAIL"", ""message"": ""Error 76""}"
048bbcd9-34f6-4354-aa95-cb62dd6d2be8,97aa363b-d20e-4b7b-81e0-bde560cf2761,pattern_gen,generation,skipped,2,w_9,2025-10-11 16:08:56.388253+00:00,2025-10-01 14:06:07.083435+00:00,2368,"{""param1"": 56, ""param2"": ""a""}",,
37dce637-982b-4a85-a19a-12ab1d676c44,403dcef7-e2d3-4201-b9ef-2136f3591583,pattern_gen,generation,pending,3,w_5,2025-10-02 09:28:58.103481+00:00,,8809,"{""param1"": 86, ""param2"": ""c""}",,
a79afb2b-04a8-4905-9eef-98f41a43a222,87760d25-05c8-497b-a424-22bd70dc2589,pattern_gen,simulation,running,2,w_5,2025-10-13 16:54:24.385279+00:00,,4800,"{""param1"": 10, ""param2"": ""a""}",,
ee2bb336-ac1b-4b64-ad9c-48a90dd68d39,41b67275-1324-422b-abfd-3845817e259b,fabric_sim,generation,running,3,w_19,2025-10-08 04:29:01.509671+00:00,,2037,"{""param1"": 36, ""param2"": ""b""}",,
fa46b2a7-d41f-47aa-80be-1a19dde4b976,2d8d555a-260c-4d17-a7d4-2053cc04cf3c,fabric_sim,rendering,pending,2,w_4,2025-10-05 06:28:31.337614+00:00,,1992,"{""param1"": 78, ""param2"": ""b""}",,
37668548-ef15-48c5-97dd-b78a0e9e345f,e17968a6-0bf2-427e-85d4-96927cf300da,fabric_sim,simulation,running,3,w_16,2025-10-05 03:40:53.830617+00:00,,8312,"{""param1"": 89, ""param2"": ""b""}",,
8f911fde-2575-4064-9ec8-e7aad08a8773,cc775e12-9b82-4d61-8289-2b4d336ecd60,pattern_gen,simulation,failed,1,w_16,2025-10-08 09:38:25.177783+00:00,2025-10-01 13:58:50.722836+00:00,5510,"{""param1"": 22, ""param2"": ""b""}",,"{""code"": ""WORKER_FAIL"", ""message"": ""Error 83""}"
21e16d00-cfc9-4506-84d4-4a38d2ce862b,5079d0e2-271e-4660-a400-87c1ea95da24,fabric_sim,simulation,running,3,w_16,2025-10-14 01:26:35.491605+00:00,,1393,"{""param1"": 47, ""param2"": ""c""}",,
9b68a026-644b-45b5-a24c-f906107820d3,c977de8e-ea54-48dc-918f-b30ba7eea334,trend_pred,simulation,succeeded,1,w_7,2025-10-07 03:59:23.149657+00:00,2025-10-01 12:49:52.763955+00:00,9005,"{""param1"": 96, ""param2"": ""b""}","{""result"": 653}",
5b94207d-0bb8-482f-ab4b-4d9f1dad4866,0e9a19ed-932a-4ab4-8b6c-9aebd621b61f,fabric_sim,prediction,retrying,1,w_18,2025-10-12 00:15:46.706983+00:00,,4686,"{""param1"": 91, ""param2"": ""a""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 86""}"
a0ebb2eb-e652-443f-9562-a192b47fb667,6817b206-1cc9-49ab-bdb0-b77c18e29aae,price_calc,rendering,failed,2,w_1,2025-10-03 01:06:08.793950+00:00,2025-10-01 13:21:37.317226+00:00,1357,"{""param1"": 76, ""param2"": ""c""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 87""}"
4ada29a6-d8e2-48b9-ab57-cc8c47da2bc4,b88aa0a7-ac0d-4b38-bf49-5970c8e37814,fabric_sim,calculation,succeeded,1,w_3,2025-10-08 08:50:43.672145+00:00,2025-10-01 14:14:14.447312+00:00,5004,"{""param1"": 19, ""param2"": ""b""}","{""result"": 678}",
4f5face4-72ec-4b48-911a-d95fc0b6f9f9,ec70b405-f458-4c88-aa79-e2e385e3d64e,fabric_sim,generation,succeeded,1,w_8,2025-10-15 15:01:40.313455+00:00,2025-10-01 12:39:06.941930+00:00,2181,"{""param1"": 96, ""param2"": ""a""}","{""result"": 396}",
ad752a05-398b-47ce-953b-76511a4787a4,ad3faadb-389c-465c-97d9-2b4f126b9dc3,fabric_sim,simulation,succeeded,2,w_1,2025-10-12 14:53:42.842526+00:00,2025-10-01 13:46:54.813513+00:00,7817,"{""param1"": 61, ""param2"": ""a""}","{""result"": 231}",
e59b89d7-348e-4c28-a18d-73fadde35e2e,74cb3dd5-c367-4cf3-88c7-ead487523347,fabric_sim,calculation,running,3,w_7,2025-10-04 15:10:25.728632+00:00,,3065,"{""param1"": 35, ""param2"": ""b""}",,
e4755142-9d9b-4146-8802-52befe92acaf,942d8d5d-90c1-44d9-9b0b-f164bec8c5a2,price_calc,prediction,failed,3,w_7,2025-10-08 15:02:31.129491+00:00,2025-10-01 12:11:54.802815+00:00,7871,"{""param1"": 5, ""param2"": ""a""}",,"{""code"": ""WORKER_FAIL"", ""message"": ""Error 92""}"
d523922d-1648-41c9-b90a-4a540172bece,6347ba9d-f73d-4b8b-b9d1-692182e2032f,ar_tryon,calculation,succeeded,1,w_8,2025-10-05 05:06:59.020821+00:00,2025-10-01 13:15:21.935354+00:00,4129,"{""param1"": 7, ""param2"": ""a""}","{""result"": 804}",
e34a3253-94fc-402c-871f-274d6e36a178,cd66793c-7761-418a-b441-212ef503793d,fabric_sim,simulation,retrying,3,w_19,2025-10-07 17:23:05.766290+00:00,,1154,"{""param1"": 2, ""param2"": ""a""}",,"{""code"": ""TIMEOUT"", ""message"": ""Error 94""}"
68e162b7-9183-40b5-b6a5-d3c85d064eca,079ba12d-7628-4437-b364-8d2401c9e86c,trend_pred,rendering,retrying,1,w_17,2025-10-12 10:20:54.269855+00:00,,9678,"{""param1"": 10, ""param2"": ""b""}",,"{""code"": ""WORKER_FAIL"", ""message"": ""Error 95""}"
1b30bdd7-119d-495c-b61e-1af4e7d0843d,0dee6f97-72c7-4227-9739-8f2f317b1f85,price_calc,calculation,failed,3,w_11,2025-10-12 13:41:20.904538+00:00,2025-10-01 14:07:17.493278+00:00,7294,"{""param1"": 44, ""param2"": ""b""}",,"{""code"": ""WORKER_FAIL"", ""message"": ""Error 96""}"
